Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
3 Bed Dd Flat For Sale,97 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,161 Sq. Yd.,['No badges'],Added: 3 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/203317596-400x300.webp
Madina Blessing 3 Bed Dd With Roof Top West Open Flat Available For Sale,1.65 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,194 Sq. Yd.,['No badges'],Added: 3 days ago,https://media.zameen.com/thumbnails/194035630-400x300.webp
Flat Available For Sale,1.75 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 3 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/203309286-400x300.webp
2 Years Old House Available For Sale. Direct Owner Meeting.,5.85 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 3 days ago,https://media.zameen.com/thumbnails/191703438-400x300.webp
Luxurious Pent House With Roof For Sale,2.25 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",5.0,5.0,150 Sq. Yd.,['No badges'],Added: 3 days ago,https://media.zameen.com/thumbnails/202603243-400x300.webp
Gulshan iqbal block. 13. D. 2. Flat on sale.,65 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 3 days ago,https://media.zameen.com/thumbnails/203270967-400x300.webp
Brand New 2 bad Lounge Nearest To Main Rashid Minhas Road,65 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/197783508-400x300.webp
2 Bed Dd Flat For Sale Near Main Rashid Minhas Road,1.1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/195584953-400x300.webp
Usman Plaza Apartment 3rd Floor Flat For Sale,1.75 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/200438330-400x300.webp
SYED ARCADE 2 BED DD FLAT ON 3RD FLOOR MAIN RASHID MINHAS ROAD FACING,65 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/201487279-400x300.webp
Corner Full Renovated Single Storey House For Sale And Commercial,6 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/201841746-400x300.webp
Zubeda Flower Block 13 D 2 Near Waseem Bagh Flat for Sale,75 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/203287669-400x300.webp
Brand New Ultra Modern Luxury 4 Bed Portion With Roof 2 Side Corner Gulshan,3.25 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/189863832-400x300.webp
3 Bed Flat Main Road Lift Project Block 2 Gulshan,1.4 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/191116104-400x300.webp
Chance Price 400 Square Yards West Open House For Sale In Gulshan-e-iqbal Block 2,7.25 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,6.0,400 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/189857550-400x300.webp
Corner West Open 2 Bed Lounge Apartment For Sale,58 Lakh,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,78 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/187474839-400x300.webp
Abid Town ground+2 Urgent Sale Chance Deal Abid Town Chance Deal 1080 Sq Ft House Is Available Is For Sale Near To Abid Apartment,3.15 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,128 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/166284741-400x300.webp
West Open 2nd Floor Portion With Roof Is Available For Sale,2.75 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",4.0,4.0,300 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/174131027-400x300.webp
Brand New 3 Bed Dd 2nd Floor With Roof Portion Available For Sale,1.6 Crore,"Gulshan-e-Jamal - Block E, Gulshan-e-Jamal",3.0,3.0,176 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/201972468-400x300.webp
Vip Outstanding House G+1 Is Available For Sale,5.4 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,6.0,240 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/197661564-400x300.webp
House For Sale 240 sq yd West Open Code4226 8bed Dd,5.5 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",8.0,6.0,240 Sq. Yd.,['No badges'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/197074970-400x300.webp
House For Sale 500gaz West Open Code4222,10 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",6.0,6.0,500 Sq. Yd.,['No badges'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/197435605-400x300.webp
House For Sale 400Yards West Open Code4223,8.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['No badges'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/197435597-400x300.webp
Gulshan E Iqbal Vip Block 6 Triple Storey House 145 Sq Yard,3.85 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",9.0,6.0,145 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/172822684-400x300.webp
Sadaf Cooperative Housing Society Single Storey House On Roof One Room On 48 Ft Road Available For Sale,1.8 Crore,"Sadaf Cooperative Housing Society, Gulshan-e-Iqbal Town",2.0,2.0,120 Sq. Yd.,['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/194037065-400x300.webp
2970 Square Feet House In Gulshan-E-Iqbal - Block 18 Best Option,7.75 Crore,"Gulshan-e-Iqbal - Block 18, Gulshan-e-Iqbal",4.0,4.0,330 Sq. Yd.,['No badges'],Added: 5 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/183190271-400x300.webp
Brand New Flat Available In Mohammad Ali Society Small Project,1.8 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/203020526-400x300.webp
Book A Penthouse Of 1800 Square Feet In Gulshan-e-iqbal - Block 13/a Karachi,1.75 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",4.0,4.0,200 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/184584784-400x300.webp
Luxury & Supreme Apartment Flat For Sale,1.2 Crore,"Gulshan-e-Iqbal Town, Karachi",5.0,3.0,178 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/197994321-400x300.webp
Reserve A Bungalow Now In Gulshan-e-Iqbal - Block 5,7.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,"['Trusted badge', 'Verified badge']",Added: 6 days ago,https://media.zameen.com/thumbnails/189838640-400x300.webp
Flat For Sale,1 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,111 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/202902287-400x300.webp
Flat For Sale,1.25 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/202898662-400x300.webp
"Ideal Prime Location 240 Square Yards House Available In Gulshan-e-Iqbal - Block 3, Karachi",4.9 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",,,240 Sq. Yd.,['Verified badge'],Added: 1 week ago,https://media.zameen.com/thumbnails/202076714-400x300.webp
1100 Square Feet Flat In Central Gulshan-E-Iqbal - Block 16 For Sale,1.1 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,122 Sq. Yd.,['Verified badge'],Added: 1 week ago,https://media.zameen.com/thumbnails/201817263-400x300.webp
Residential Flat For Sale,1.35 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",3.0,3.0,139 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/188718778-400x300.webp
Fully Renovated Flat For Sale,2.75 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/185411472-400x300.webp
Beautiful Renovated Flat For Sale,2.1 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/185756991-400x300.webp
Brand New Portion For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,180 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/173322497-400x300.webp
Fully Renovated Flat For Sale,3.1 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",4.0,4.0,222 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/179156714-400x300.webp
Flat Is Available For Sale In Gulshan-E-Iqbal - Block 17,3.25 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",3.0,2.0,172 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/172209671-400x300.webp
Beautiful brand new banglow for sale,2.65 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",6.0,4.0,120 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/184478752-400x300.webp
900 SQ. FT 2Bed D. D flat for sale in Gulshan e iqbal,70 Lakh,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202601463-400x300.webp
200 Sq. Yards Upper Portion For Sale In Gulshan E Iqbal Block 13d/3,1.28 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202598195-400x300.webp
Gulshan Block 7 3 Bed Dd Flat Suhail Arcade,1.1 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,139 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/191463799-400x300.webp
2 Bdd New Fully Renewed Kda Leased,65 Lakh,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,2.0,89 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/197219116-400x300.webp
3 Bed DD Luxury Apartment For Sale,1.5 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",4.0,3.0,169 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/197598367-400x300.webp
Gulshan-E-Iqbal - Block 13/D 3600 Square Feet House Up For Sale,8 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",8.0,4.0,400 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/197665208-400x300.webp
Well Maintain Ground Plus One Extra Three Rooms,8.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",10.0,6.0,400 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/191356145-400x300.webp
500 sq yards corner block 7,8 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",5.0,6.0,500 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/189954093-400x300.webp
240 yard block 3 Gulshan,5.75 Crore,"Gulshan-e-Iqbal Town, Karachi",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/177646300-400x300.webp
House For Sale 400 Gaz West Open Code4486,7 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202286782-400x300.webp
Independent House For Sale 240gaz Code4483,6 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202286811-400x300.webp
3 Bed DD available for sale,1.9 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202274292-400x300.webp
Bungalow for sale 240 square yards Ground plus 1 BEST FOR LIVING ELEGANT DESIGN GROUND + 1,5.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,6.0,240 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/198018400-400x300.webp
"Gohar Tower, 2 Bed Rooms, Drawing Room And Lounge",1.1 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",2.0,2.0,150 Sq. Yd.,['No badges'],Added: 1 week ago,https://media.zameen.com/thumbnails/187699718-400x300.webp
Portion For Sale 2 Bed DD*Code (4475)*,1.25 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,120 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://media.zameen.com/thumbnails/202186350-400x300.webp
Vip 240 Brand New Modern Constriction Bungalow In Block 2 Ground Plus Two Price Negotiable.,7.25 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/186519144-400x300.webp
FULL TILED FLOORING FLAT FOR SALE IN SHARFABAD KARACHI (CODE ARIF),3.3 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/202075324-400x300.webp
1100sq Ft 2nd Floor New Condition Apartment In Gulshan Block 10a,1.35 Crore,"Central Govt Coop Housing Society, Gulshan-e-Iqbal Town",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/202059857-400x300.webp
Brand New 4 Bed Drawing Dinning Huge Tv Lounge Portion For Sale,3.75 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,4.0,278 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/197281544-400x300.webp
1530 Sq Ft Like New ( Full Furnished) Penthouse On 2nd Floor With Roof,1.85 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,170 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/195385224-400x300.webp
Gulshan Bl-4 Crown Heights 2 Beds D/D Flat For Sale,1.45 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",2.0,2.0,128 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/198757593-400x300.webp
Flat Is Available For Sale In Dhoraji Colony,2.25 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/183266132-400x300.webp
3 Bed Dd West Open Road Facing Flat,2.1 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/183266209-400x300.webp
3000 Square Feet Penthouse Ideally Situated In Sharfabad,3.25 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,333 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/202011819-400x300.webp
Brand New 3 Bed Flat On Sale In Gulshan E Iqbal,2.65 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201894453-400x300.webp
Ready To Move West Open Flat For Sale,2.9 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,200 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/183795678-400x300.webp
Townhouse Available In The Center Of The City,6 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,4.0,250 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/195225926-400x300.webp
Flat Available In Very Cheap Price,2 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/198341049-400x300.webp
Al Ahsaan Apartment Ground Floor 3 Site Corner,1.45 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,139 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201847963-400x300.webp
Flat For Sale 2 Bed DD Near Ali Masjid,1.45 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201883624-400x300.webp
240 Square Yard Brand New Double Storey,7.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/198616581-400x300.webp
Al Ghafoor Orchard 2bed Lounge,84 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,72 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/197798638-400x300.webp
Micasa Luxury Apartment Gulshan E Iqbal Near Civic Center,38 Lakh,"Gulshan-e-Iqbal - Block 12, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201565900-400x300.webp
Flat Available For Sale Gulshan e Iqbal Block 1,72 Lakh,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201524461-400x300.webp
Al Khaleej Brand New Completion Project Available Gulshan,1.65 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,185 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/201491098-400x300.webp
Alhalal Society Pair Portion For Sale,2.5 Crore,"New Town Police Lines, Gulshan-e-Iqbal Town",3.0,4.0,222 Sq. Yd.,['Verified badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/161909307-400x300.webp
Newly Build Independent Portion,4.75 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,,300 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/188884236-400x300.webp
Single Story House For Sale In Karachi,9 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,3.0,600 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/197317954-400x300.webp
Flat For sale,1.8 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/196230066-400x300.webp
flat for dale,48 Lakh,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",2.0,2.0,78 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/199715061-400x300.webp
3 Bed Flat In Gulshan E Iqbal Blk 6,1.2 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,3.0,150 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/196365926-400x300.webp
Leased Brand New 400 Yard Bungalow For Sale Code (4240),8.2 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/197141700-400x300.webp
3 Bed Apartment For Sale,95 Lakh,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,2.0,122 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/195204264-400x300.webp
Centrally Located Flat In Bahadurabad Is Available For Sale,2.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,150 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/195853699-400x300.webp
240 Yds Corner 60x60 West Open Double Storey Gulshan-e-Iqbal Block 5,6.85 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201096797-400x300.webp
Brand New Portion 2nd Floor With Roof Near K D A Market And Main Rashid Minhas Road,3.25 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/197662600-400x300.webp
3 Bed Drawing Dining With Penthouse With Roof For Sale,2.8 Crore,"Lakhani Excellency, Gulshan-e-Iqbal - Block 13/A",3.0,4.0,203 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/201012622-400x300.webp
1st Floor Portion For Sale,4.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,300 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/162337532-400x300.webp
Brand New First Floor Portion For Sale,5.25 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,5.0,300 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/162337542-400x300.webp
House Available For Sale In Gulshan E Iqbal Block 4a,3 Crore,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 3 weeks ago,https://media.zameen.com/thumbnails/180329314-400x300.webp
BUNGALOW ON SALE 300 SQ. YARDS,8.9 Crore,"Bangalore Town, Gulshan-e-Iqbal Town",6.0,6.0,300 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://media.zameen.com/thumbnails/200939790-400x300.webp
3 Bedroom Drawing Dining Flat Available For Sale Near Dhoraji Kda 1,1.85 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://media.zameen.com/thumbnails/181288454-400x300.webp
1st Floor Portion Available At Adam Jee Nagar Near Mariam Masjid,3 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",3.0,4.0,211 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://media.zameen.com/thumbnails/200275476-400x300.webp
